"368","T. Strobl","Tobias Strobl","BM","Gladbach","Borussia M'gladbach","368","06.06.2020"
"369","O. Baumann","Oliver Baumann","HOF","Hoffenheim","TSG 1899 Hoffenheim","369","06.06.2020"
"370","V. Berisha","Valon Berisha","DUS","Dusseldorf","Fortuna Düsseldorf","370","06.06.2020"
"371","K. Ehizibue","Kingsley Ehizibue","KLN","Cologne","1. FC Köln","371","06.06.2020"
"372","X. Schlager","Xaver Schlager","WOL","Wolfsburg","Vfl Wolsburg","372","06.06.2020"
"373","R. Skov","Robert Skov","HOF","Hoffenheim","TSG 1899 Hoffenheim","373","06.06.2020"
"374","Y. Sommer","Yann Sommer","BM","Gladbach","Borussia M'gladbach","374","06.06.2020"
"375","F. Kostic","Filip Kostic","EF","Frankfurt","Eintracht Frankfurt","375","06.06.2020"
"376","B. Schmitz","Benno Schmitz","KLN","Cologne","1. FC Köln","376","06.06.2020"
"377","F. Kastenmeier","Florian Kastenmeier","DUS","Dusseldorf","Fortuna Düsseldorf","377","06.06.2020"
"378","F. Niederlechner","Florian Niederlechner","AUG","Augsburg","FC Augsburg","378","06.06.2020"
"379","P. Kaderabek","Pavel Kaderabek","HOF","Hoffenheim","TSG 1899 Hoffenheim","379","06.06.2020"
"380","B. Hubner","Benjamin Hubner","HOF","Hoffenheim","TSG 1899 Hoffenheim","380","06.06.2020"
"381","P. Max","Philipp Max","AUG","Augsburg","FC Augsburg","381","06.06.2020"
"382","S. Lainer","Stefan Lainer","BM","Gladbach","Borussia M'gladbach","382","06.06.2020"
"383","A. Silva","Andre Silva","EF","Frankfurt","Eintracht Frankfurt","383","06.06.2020"
"384","M. Richter","Marco Richter","AUG","Augsburg","FC Augsburg","384","06.06.2020"
"385","K. Akpoguma","Kevin Akpoguma","HOF","Hoffenheim","TSG 1899 Hoffenheim","385","06.06.2020"
"386","K. Ayhan","Kaan Ayhan","DUS","Dusseldorf","Fortuna Düsseldorf","386","06.06.2020"
"387","K. Casteels","Koen Casteels","WOL","Wolfsburg","Vfl Wolsburg","387","06.06.2020"
"388","M. Ginter","Matthias Ginter","BM","Gladbach","Borussia M'gladbach","388","06.06.2020"
"389","T. Leistner","Toni Leistner","KLN","Cologne","1. FC Köln","389","06.06.2020"
"390","M. Zimmermann","Matthias Zimmermann","DUS","Dusseldorf","Fortuna Düsseldorf","390","06.06.2020"
"391","R. Quaison","Robin Quaison","MAI","Mainz","1. FSV Main 05","391","06.06.2020"
"392","D. Srbeny","Dennis Srbeny","PAD","Paderborn","SC Paderborn 07","392","06.06.2020"
"393","N. Elvedi","Nico Elvedi","BM","Gladbach","Borussia M'gladbach","393","06.06.2020"
"394","A. Hoffmann","Andre Hoffmann","DUS","Dusseldorf","Fortuna Düsseldorf","394","06.06.2020"
"395","H. Nordtveit","Havard Nordtveit","HOF","Hoffenheim","TSG 1899 Hoffenheim","395","06.06.2020"
"396","S. Michel","Sven Michel","PAD","Paderborn","SC Paderborn 07","396","06.06.2020"
"397","S. Rode","Sebastian Rode","EF","Frankfurt","Eintracht Frankfurt","397","06.06.2020"
"398","M. Suttner","Markus Suttner","DUS","Dusseldorf","Fortuna Düsseldorf","398","06.06.2020"
"399","D. Lukebakio","Dodi Lukebakio","HB","Hertha","Hertha BSC","399","06.06.2020"
"400","J. Roussillon","Jerome Roussillon","WOL","Wolfsburg","Vfl Wolsburg","400","06.06.2020"
"401","D. Kamada","Daichi Kamada","EF","Frankfurt","Eintracht Frankfurt","401","06.06.2020"
"402","D. Kohr","Dominik Kohr","EF","Frankfurt","Eintracht Frankfurt","402","06.06.2020"
"403","R. Khedira","Rani Khedira","AUG","Augsburg","FC Augsburg","403","06.06.2020"
"404","K. Piatek","Krzysztof Piatek","HB","Hoffenheim","TSG 1899 Hoffenheim","404","06.06.2020"
"405","K. Trapp","Kevin Trapp","EF","Frankfurt","Eintracht Frankfurt","405","06.06.2020"
"406","J. Brooks","John Brooks","WOL","Wolfsburg","Vfl Wolsburg","406","06.06.2020"
"407","D. Baier","Daniel Baier","AUG","Augsburg","FC Augsburg","407","06.06.2020"
"408","R. Knoche","Robin Knoche","WOL","Wolfsburg","Vfl Wolsburg","408","06.06.2020"
"409","C. Antwi-Adjei","Christopher Antwi-Adjei","PAD","Paderborn","SC Paderborn 07","409","06.06.2020"
"410","M. Hasebe","Makoto Hasebe","EF","Frankfurt","Eintracht Frankfurt","410","06.06.2020"
"411","S. Ilsanker","Stefan Ilsanker","EF","Frankfurt","Eintracht Frankfurt","411","06.06.2020"
"412","R. Baku","Ridle Baku","MAI","Mainz","1. FSV Main 05","412","06.06.2020"
"413","M. Hinteregger","Martin Hinteregger","EF","Frankfurt","Eintracht Frankfurt","413","06.06.2020"
"414","S. Vasiliadis","Sebastian Vasiliadis","PAD","Paderborn","SC Paderborn 07","414","06.06.2020"
"415","T. Koubek","Tomas Koubek","AUG","Augsburg","FC Augsburg","415","06.06.2020"
"416","A. Harit","Amine Harit","SKE","Gelsenkirchen","FC Schalke 04","416","06.06.2020"
"417","L. Zingerle","Leopold Zingerle","PAD","Paderborn","SC Paderborn 07","417","06.06.2020"
"418","B. Raman","Benito Raman","SKE","Gelsenkirchen","FC Schalke 04","418","06.06.2020"
"419","A. Touré","Almamy Toure","EF","Frankfurt","Eintracht Frankfurt","419","06.06.2020"
"420","D. Latza","Danny Latza","MAI","Mainz","1. FSV Main 05","420","06.06.2020"
"421","S. Serdar","Suat Serdar","SKE","Gelsenkirchen","FC Schalke 04","421","06.06.2020"
"422","P. Otavio","Paulo Otavio","WOL","Wolfsburg","Vfl Wolsburg","422","06.06.2020"
"423","T. Jedvaj","Tin Jedvaj","AUG","Augsburg","FC Augsburg","423","06.06.2020"
"424","S. Ascacibar","Santiago Ascacibar","HB","Hoffenheim","TSG 1899 Hoffenheim","424","06.06.2020"
"425","S. Fridjónsson","Samuel Fridjonsson","PAD","Paderborn","SC Paderborn 07","425","06.06.2020"
"426","L. Barreiro","Leandro Barreiro","MAI","Mainz","1. FSV Main 05","426","06.06.2020"
"427","J. Collins","Jamilu Collins","PAD","Paderborn","SC Paderborn 07","427","06.06.2020"
"428","J. Gouweleeuw","Jeffrey Gouweleeuw","AUG","Augsburg","FC Augsburg","428","06.06.2020"
"429","N. Petersen","Nils Petersen","FBG","Freiburg","SC Freiburg","429","06.06.2020"
"430","G. Burgstaller","Guido Burgstaller","SKE","Gelsenkirchen","FC Schalke 04","430","06.06.2020"
"431","S. Schonlau","Sebastian Schonlau","PAD","Paderborn","SC Paderborn 07","431","06.06.2020"
"432","W. McKennie","Weston McKennie","SKE","Gelsenkirchen","FC Schalke 04","432","06.06.2020"
"433","L. Jans","Laurent Jans","PAD","Paderborn","SC Paderborn 07","433","06.06.2020"
"434","D. Boyata","Dedryck Boyata","HB","Hertha","Hertha BSC","434","06.06.2020"
"435","L. Waldschmidt","Luca Waldschmidt","FBG","Freiburg","SC Freiburg","435","06.06.2020"
"436","C. Strohdiek","Christian Strohdiek","PAD","Paderborn","SC Paderborn 07","436","06.06.2020"
"437","V. Grifo","Vincenzo Grifo","FBG","Freiburg","SC Freiburg","437","06.06.2020"
"438","M. Niakhaté","Moussa Niakhate","MAI","Mainz","1. FSV Main 05","438","06.06.2020"
"439","R. Framberger","Raphael Framberger","AUG","Augsburg","FC Augsburg","439","06.06.2020"
"440","S. Andersson","Sebastian Andersson","UB","U Berlin","1. FC Union Berlin","440","06.06.2020"
"441","M. Mittelstadt","Maximilian Mittelstadt","HB","Hertha","Hertha BSC","441","06.06.2020"
"442","J. Haberer","Janik Haberer","FBG","Freiburg","SC Freiburg","442","06.06.2020"
"443","R. Pierre-Gabriel","Ronael Pierre-Gabriel","MAI","Mainz","1. FSV Main 05","443","06.06.2020"
"444","L. Klunter","Lukas Klunter","HB","Hertha","Hertha BSC","444","06.06.2020"
"445","N. Stark","Niklas Stark","HB","Hertha","Hertha BSC","445","06.06.2020"
"446","J. Bruma","Jeffrey Bruma","MAI","Mainz","1. FSV Main 05","446","06.06.2020"
"447","M. Ingvartsen","Marcus Ingvartsen","UB","U Berlin","1. FC Union Berlin","447","06.06.2020"
"448","B. Oczipka","Bastian Oczipka","SKE","Gelsenkirchen","FC Schalke 04","448","06.06.2020"
"449","A. Schwolow","Alexander Schwolow","FBG","Freiburg","SC Freiburg","449","06.06.2020"
"450","J. Kenny","Jonjoe Kenny","SKE","Gelsenkirchen","FC Schalke 04","450","06.06.2020"
"451","J. Torunarigha","Jordan Torunarigha","HB","Hertha","Hertha BSC","451","06.06.2020"
"452","P. Mwene","Phillipp Mwene","MAI","Mainz","1. FSV Main 05","452","06.06.2020"
"453","J. Schmid","Jonathan Schmid","FBG","Freiburg","SC Freiburg","453","06.06.2020"
"454","M. Nastasic","Matija Nastasic","SKE","Gelsenkirchen","FC Schalke 04","454","06.06.2020"
"455","M. Schubert","Markus Schubert","SKE","Gelsenkirchen","FC Schalke 04","455","06.06.2020"
"456","C. Gentner","Christian Gentner","UB","U Berlin","1. FC Union Berlin","456","06.06.2020"
"457","R. Gikiewicz","Rafal Gikiewicz","UB","U Berlin","1. FC Union Berlin","457","06.06.2020"
"458","R. Andrich","Robert Andrich","UB","U Berlin","1. FC Union Berlin","458","06.06.2020"
"459","R. Koch","Robin Koch","FBG","Freiburg","SC Freiburg","459","06.06.2020"
"460","C. Trimmel","Christopher Trimmel","UB","U Berlin","1. FC Union Berlin","460","06.06.2020"
"461","D. Heintz","Dominique Heintz","FBG","Freiburg","SC Freiburg","461","06.06.2020"
"462","J. Todibo","Jean-Clair Todibo","SKE","Gelsenkirchen","FC Schalke 04","462","06.06.2020"
"463","M. Gulde","Manuel Gulde","FBG","Freiburg","SC Freiburg","463","06.06.2020"
"464","C. Lenz","Christopher Lenz","UB","U Berlin","1. FC Union Berlin","464","06.06.2020"
"465","N. Subotic","Neven Subotic","UB","U Berlin","1. FC Union Berlin","465","06.06.2020"
"466","K. Schlotterbeck","Keven Schlotterbeck","UB","U Berlin","1. FC Union Berlin","466","06.06.2020"
"467","Trash","Trash","Trash","Trash","Werder Bremen","467","07.06.2020"
"468","Trash","Trash","Trash","Trash","Vfl Wolfsburg","468","07.06.2020"
"469","Trash","Trash","Trash","Trash","Werder Bremen","469","07.06.2020"
"470","Trash","Trash","Trash","Trash","Vfl Wolfsburg","470","07.06.2020"
"471","Trash2","Trash2","Trash2","Trash2","VfL Wolfsburg","471","07.06.2020"
"472","Trasher","Trasher","Trasher","Trasher","1. FSV Mainz 05","472","07.06.2020"
"473","Trasher","Trasher","Trasher","Trasher","Bayer Leverkusen","473","07.06.2020"
"474","Trasher","Trasher","Trasher","Trasher","1. FSV Mainz 05","474","07.06.2020"
"475","Trasher","Trasher","Trasher","Trasher","Bayer Leverkusen","475","07.06.2020"
